sku,title,author_or_publisher,price,stock
9781035121922,Language Tree Jamaica 3rd Edition Workbook 4,Leonie Bennett / Julia Sander,3304.0,17
9781035121953,Language Tree Jamaica 3rd Edition Workbook 5,Leonie Bennett / Julia Sander,3496.0,0
9781035121984,Language Tree Jamaica 3rd Edition Workbook 6,Leonie Bennett / Julia Sander,3304.0,84
978-976-827766-4,LEAP INTO HISTORY TB 1,,4500.0,0
978-976-827766-4,LEAP INTO HISTORY TB 2,,4500.0,0
978-976-827766-4,LEAP INTO HISTORY TB 3,,4500.0,0
978-976-827766-4,LEAP INTO HISTORY WB 1,,2714.0,0
978-976-97078-1-8,LEAP INTO HISTORY WB 2,,2714.0,0
978-976-827766-4,LEAP INTO HISTORY WB 3,,2714.0,0
978-976-97078-3-2,LEAP INTO SOCIAL STUDIES TB 1,,4500.0,0
978-976-97078-2-5,LEAP INTO SOCIAL STUDIES TB 2,,4500.0,0
978-976-97078-3-2,LEAP INTO SOCIAL STUDIES TB 3,,4500.0,0
9789766060237,Leaps and Bounds in Literacy An Integrated Approach Workbook 4 (Developing Grammar),F. Elliot-Walker,1200.0,15
9789766060329,Leaps And Bounds In Literacy An Integrated Approach Workbook 5 Adventures & Exploration in English,F. Elliot-Walker,2100.0,37
9789766060527,Leaps and Bounds in Literacy for Juniors: The New Integrated Comprehensive Workbook for Grade 4 (Reading and Comprehension Skills),F. Elliot-Walker,3050.0,10
9789768014054,Learning Can Be Fun,L.A. Jean-Baptiste,4360.0,3
9789810713614,Learning Express Addition L1,,625.0,0
978981071348,Learning Express Alphabet & Handwriting K1,,625.0,0
9789810713539,Learning Express Alphabet & Handwriting K2,,625.0,0
9789814629706,Learning Express Family and Friends K1,,625.0,0
9789810713515,Learning Express Numbers 1 to 10 K1,,625.0,0
9789810713560,Learning Express Numbers 1 to 20 K2 Mathematics Ages 5-7,Scholastic,1000.0,7
9789810713553,Learning Express Reading Skills K2 English Ages 5-6,Scholastic,1000.0,8
9789768237453,Learning Spanish The Smart Way (Level 4),L.Fearon et al,1960.0,14
9789768237507,Learning To Colour,"M. McLean, L. Fearon",1320.0,2
9789768237699,Learning to Write The Smart Way,M. McLean,1872.0,7
LEYOFO-1458,Lest You Forget: Adjustments to Emancipation,D. Hamilton-Willie,1800.0,3
LEYOFO-0578,Lest You Forget: Caribbean Economy and Slavery,D. Hamilton-Willie,1900.0,3
LEYOFO-9320,Lest You Forget: Indigenous Peoples & the Europeans,D. Hamilton-Willie,1800.0,3
LEYOFO-0191,Lest You Forget: Movements Towards Emancipation,D. Hamilton-Willie,1900.0,3
LEYOFO-9986,Lest You Forget: Movements Towards Independence,D. Hamilton-Willie,1900.0,3
LEYOFO-7452,Lest You Forget: Resistance & Revolt,D. Hamilton-Willie,1800.0,3
LEYOFO-9504,Lest You Forget: The United States in the Caribbean,D. Hamilton-Willie,1900.0,3
9789766380892,"Let Us Sing: Hymns, Songs & Choruses For Caribbean Schools",Godfrey Taylor et al,2200.0,6
9789766382049,Let's Learn to Write Cursive,Janet P. Lewis,1500.0,11
LELETO-0528,Let's Learn to Write Script,Janet P. Lewis,1500.0,3
9781534886377,Let's Learn Together - An Integrated Spelling Book K3 & Up,G. R White,3300.0,10
9781534885752,Let's Learn Together - Back to Basic Mathematics K2,G.R. White,2870.0,20
9798989080885,Let's Learn Together - Big and Bold Colouring Book 1,,1200.0,11
LELETO-0833,Let's Learn Together - Big and Bold Colouring Book 3,,1470.0,0
9781717175953,Let's Learn Together - Come Read with Me K3,J.E. White,2640.0,17
9781533219138,Let's Learn Together - Infant Mathematics K1,G.R. White,2440.0,19
978 1534885783,Let's Learn Together - Infant Phonics Book 2 K2,J.E. White,2870.0,15
978 1533219053,Let's Learn Together - Infant Phonics K1,J.E. White,2640.0,33
978 1534884625,Let's Learn Together - Infant Phonics K3,,3000.0,25
9798989080892,Let's Learn Together - Integrated Thematic Colouring Book K2,J.E. White,2440.0,3
978 1533216649,Let's Learn Together - Integrated Thematic Workbook K2,J.E. White,3000.0,3
9781534884021,Let's Learn Together - Jumbo Colouring 123 Pre-K,G.R. White,2240.0,17
9781534885097,Let's Learn Together - Jumbo Colouring ABC Pre-K,J.E. White,2240.0,15
9781534886278,Let's Learn Together - Jumbo Infant Mathematics K3,G.R. White,3000.0,19
9781725032309,Let's Learn Together - Kindergarten Writing Practice K2,G.R. White,1100.0,17
9781987530728,Let's Learn Together - Language Arts K3,J.E. White,2640.0,14
LELETO-0368,Let's Learn Together - Our Island Jamaica Integrated Thematic Workbook 2 - K3,J.E. White,3000.0,18
9781542619370,Let's Learn Together - Our Island Jamaica Me and My World K1,J.E. White,2440.0,30
9781542619295,Let's Learn Together - Our Island Jamaica Me and My World Pre-K,J.E. White,2340.0,6
978 1987530605,Let's Learn Together - Reading and Activity Book 2 K2,G.R. White,2340.0,5
978 1542629515,Let's Learn Together - Reading and Activity My First Words K1,G.R. White,2340.0,5
9781534885868,Let's Learn Together - Reading and Comprehension K2,J.E. White,2340.0,14
9781523360628,Let's Learn Together - Reading and Comprehension K3,J.E. White,2340.0,23
978 1534886544,Let's Learn Together - Spanish K3 Level 2,,2340.0,16
978 1987530827,Let's Learn Together - Spanish Level 1 K2,,2340.0,32
LESTTO-5706,Let's STEM Together Secondary Resource Book for Biology,,2670.0,0
LESTTO-3039,Let's STEM Together Secondary Resource Book for Chemistry,,2670.0,0
LESTTO-1725,Let's STEM Together Secondary Resource Book for Mathematics,,2670.0,0
LESTTO-8643,Let's STEM Together Secondary Resource Book for Physics,,2670.0,0
LEHO-0882,Letters Home,Paulette Ramsay,3640.0,3
9789768192851,Level 1 Geography,Carrol Myers,4080.0,3
9789768192868,Level 2 Geography,Carrol Myers,4080.0,3
9789768192875,Level 3 Geography,Carrol Myers,4080.0,3
9789766109356,Life Lessons: A Personal Development Workbook Grade 7,Karen A. P. McGibbon,1500.0,10
9789766109363,Life Lessons: A Personal Development Workbook Grade 8,Karen A. P. McGibbon,1500.0,4
9789766109370,Life Lessons: A Personal Development Workbook Grade 9,Karen A. P. McGibbon,1500.0,0
9789769572638,Lifting Literacy Developing Comprehension & Writing Skills Workbook 4,Zavier Clarke,2500.0,10
9789769693081,Literacy Concepts: Learning The Short Vowels,Marylin Welsh,3500.0,5
9789769629516,Literacy Links PEP Language Arts (Grade 6 Curriculum Based Test),,2950.0,20
9789769629509,Literacy Links PEP Language Arts (Grade 6 Performance Based Test),Mishelle U. Robertson,2950.0,41
9789769629523,Literacy Links PEP Mathematics (Grade 6 Curriculum-Based Test),,3650.0,10
9789769629530,Literacy Links PEP Mathematics (Grade 6 Performance Based Test,,2950.0,8
9789769579460,Little Stars Colouring Book ABC 123,Barbara Fearon,1000.0,0
9789769579422,Little Stars Jumbo Colouring Book,Barbara Fearon,1000.0,0
9789769579408,Little Stars Jumbo Preschool Workbook,Barbara Fearon,2500.0,3
9789769579477,Little Stars Kindergarten Mathematics 1A,Barbara Fearon,2500.0,0
9789769579439,Little Stars Phonics Workbook 1A,Barbara Fearon,2500.0,19
9789769579491,Little Stars Phonics Workbook 1B,Barbara Fearon,2500.0,0
9798894127873,Little Stars Preschool Letter Tracing Workbook ABC,Barbara Fearon,1500.0,3
9789769579484,Little Stars Preschool Mathematics,Barbara Fearon,2500.0,8
9798894127897,Little Stars Preschool Number Tracing Workbook 123,Barbara Fearon,1500.0,3
9789769579446,Little Stars We Love To Colour,Barbara Fearon,1000.0,0
9789768010649,Live Language: A Writing Comprehension for Juniors Book 1,Eileen Marshall,1800.0,9
LOONTO-3566,Log On to It For CSEC Third Edition,Roland Birbal et al,7000.0,3
LOPRSP-4217,Longman Primary Spanish for the Caribbean: Listos? Workbook 3,Esperanza Luengo-Cervera et al,2155.0,0
LOPRSP-5381,Longman Primary Spanish for the Caribbean: Listos? Workbook 4,Esperanza Luengo-Cervera et al,2245.0,0
LOPRSP-8906,Longman Primary Spanish for the Caribbean: Preparados! Workbook 1,Esperanza Luengo-Cervera et al,2155.0,0
LOPRSP-1747,Longman Primary Spanish for the Caribbean: Preparados! Workbook 2,Esperanza Luengo-Cervera et al,2155.0,0
LOPRSP-1636,Longman Primary Spanish for the Caribbean: Ya! Workbook 5,Esperanza Luengo-Cervera et al,2245.0,0
LOVIAR-4049,Longman Visual Arts For Secondary Schools 2nd Edition,Allan Sieupersad et al,6500.0,3
9780333924105,Macmillan Caribbean Certificate Atlas,Eileen Marshall,5538.0,6
9781380034328,MacMillan Jamaica Social Studies Atlas 3rd Edition,Mantock / Fendall / Eastland,3711.0,4
9780230026117,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers 1,Louis Fidge,3155.0,6
9780230026179,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers 2,Louis Fidge,3155.0,11
9780230026230,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers 3,Louis Fidge,3155.0,8
9780230026124,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers Workbook 1,Louis Fidge,2708.0,6
9780230026186,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers Workbook 2,Louis Fidge,2708.0,13
9780230026247,Macmillan Primary Integrated Reading Scheme for Jamaica: Reggae Readers Workbook 3,Louis Fidge,2708.0,18
9781380034038,Macmillan Primary Integrated Studies: All About Me Grade 1 Term 1 Workbook,Louis Fidge,3575.0,27
9781380034175,Macmillan Primary Integrated Studies: How Does My Body Work? Grade 3 Term 1 Workbook (2nd Edition),Winnifred Whittaker et al,3575.0,12
9781380034113,Macmillan Primary Integrated Studies: Living Together Grade 2 Term 2 Workbook,Winnifred Whittaker et al,3575.0,61
9781380034106,Macmillan Primary Integrated Studies: My Body Grade 2 Term 1 Workbook,Winnifred Whittaker et al,3575.0,10
9781380034120,Macmillan Primary Integrated Studies: My Community Grade 2 Term 3 Workbook,Winnifred Whittaker et al,3575.0,1
9781380034199,Macmillan Primary Integrated Studies: My Environment Grade 3 Term 3 Workbook (2nd Edition),Winnifred Whittaker et al,3575.0,5
9781380034045,Macmillan Primary Integrated Studies: My Family Grade 1 Term 2 Workbook,Winnifred Whittaker et all,3575.0,23
9781380034052,MacMillan Primary Integrated Studies: My School Year 1 Term 3,Winnifred Whittaker et all,3575.0,24
9789768139587,Man From Jamaica’s Hills,,3395.0,2
9789768245564,Marcus Garvey and the Tainos in Canoe Valley,,1995.0,0
9789769521421,Mastering Communication Tasks for GSAT,Winnifred Whittaker et al,1200.0,3
9789768235381,Mastering Comprehension Skills Grade 4,Elise Hooper,2590.0,5
9789768235398,Mastering Comprehension Skills Grade 5,Elise Hooper,2590.0,8
9789768235268,Mastering Comprehension Skills Grade 6,Elise Hooper,2590.0,2
9789769637719,Mastering Essential Writing Skills Ages 4-5,Karren Goulbourne,2750.0,17
9789766482251,Mastering Multiple Choice Additional Mathematics,Fayad W. Ali,4760.0,3
9789769687233,Mastering Social Studies Workbook for Grade 9,Delores McLeod,4140.0,6
MAVOBO-8399,Mastering Vocabulary Book 4,S. Bachan,3520.0,4
9789766486969,Mastering Vocabulary for Upper Primary Book 4 (Large Print),S. Bachan,3520.0,10
9789766486976,Mastering Vocabulary for Upper Primary Book 5 (Large Print),S. Bachan,4080.0,2
9780981380766,Math Today Book 1,Schoolers,1815.0,3
9780981380773,Math Today Book 2,Schoolers,1815.0,5
9780981380780,Math Today Book 3,Schoolers,1815.0,3
9781927395004,Math Today Book 5,Schoolers,1815.0,3
9789766481322,Mathematics A Complete Course with CXC Questions Volume 1,Raymond Toolsie,9200.0,3
9789766481339,Mathematics A Complete Course with CXC Questions Volume 2,Raymond Toolsie,9200.0,3
9789766481236,Mathematics Course for Secondary Schools Book 1,Raymond Toolsie,7480.0,3
9789766486679,Mathematics Course for Secondary Schools Book 2,Raymond Toolsie,7480.0,3
9789766486686,Mathematics Course for Secondary Schools Book 3,Raymond Toolsie,7480.0,3
9781405847773,Mathematics for Caribbean Schools 3rd Edition Book 1,T. Tomlinson et al,5200.0,2
HOMAFO-9112,Mathematics for Caribbean Schools 3rd Edition Book 2,T.Tomlinson et al,5200.0,3
HOMAFO-4651,Mathematics for Caribbean Schools 3rd Edition Book 3,T.Tomlinson et al,5200.0,3
9789766060503,Mathematics Made Real Workbook 4 Book 1 Terms 1 & 2,Davion Leslie,1980.0,16
9789766060510,Mathematics Made Real Workbook 4 Book 2 Terms 2 & 3,Davion Leslie,1980.0,33
9789766060541,Mathematics Made Real Workbook 5,Davion Leslie,2850.0,7
9789766480875,Mathematics Multiple Choice Topic by Topic,Paul Coutou,3760.0,3
978976963240,Mathematics Performance Task Grade 4,"G. Harper, D. Ellis",2800.0,17
97897695229614,Mathematics Workbook for Grade 7,,2540.0,1
9780230029873,Maths Matters Student's Book 1,Geoff Buckwell,4900.0,1
9780007513444,Maths Matters Student's Book 2,Geoff Buckwell,4900.0,2
MA-4099,Matilda,Ronald Dahl,4800.0,3
9789769572645,Maturing In Math The Ultimate Guide for Geniuses Workbook 6,Zavier Garka,3500.0,3
MACODI-1187,Max Computing Digital Skills For A Digital World Student Book 4,,4308.0,0
9781035119301,Max Computing Digital Skills For A Digital World Student Book 5,Estelle Ashman et al,4308.0,1
9781035119325,Max Computing Digital Skills For A Digital World Student Book 6,,4308.0,1
MACODI-3905,Max Computing Digital Skills For A Digital World Workbook 1,,4308.0,0
MACODI-7541,Max Computing Digital Skills For A Digital World Workbook 2,,4308.0,0
9781035119264,Max Computing Digital Skills For A Digital World Workbook 3,Estelle Ashman et al,4308.0,1
9780765260581,MCP Mathematics Level B,,4070.0,2
9789769667914,Medix Math Studio: Math 4 Life (Mathematics Performance Task) Workbook 4,,2800.0,16
9789769667921,Medix Math Studio: Math 4 Life (Mathematics Performance Task) Workbook 5,,2800.0,23
9789769667952,Medix Math Studio: Math 4 Life (Mathemetics Performance Task) Workbook 6,,2800.0,24
9780435120122,Men and Gods,Rex Warner,4955.0,11
9789769614314,Mental Ability and Reasoning Book 1,Hudson R. Young,1875.0,16
9789769614321,Mental Ability and Reasoning Book 2,Hudson R. Young,1592.0,28
9789769614338,Mental Ability and Reasoning Book 3,Hudson R. Young,1830.0,26
9789769614345,Mental Ability and Reasoning Book 4,Hudson R. Young,2080.0,14
9789769614307,Mental Ability and Reasoning Book 5,Hudson R. Young,2250.0,15
9789769614352,Mental Ability and Reasoning Book 6,Hudson R. Young,2530.0,30
9789769614369,Mental Ability and Reasoning Kindergarten,Hudson R. Young,2375.0,9
9780007457946,Mental Maths 10-11,,1596.0,3
9780007457892,Mental Maths 5-6,,1596.0,3
9780007457915,Mental Maths 7-8,,1596.0,3
9780007457922,Mental Maths 8-9,,1596.0,3
9780007457939,Mental Maths 9-10,,1596.0,3
9780435989545,Miguel Street,V.S. Naipaul,3575.0,1
9789766382124,Mind Builders - Test Your Thinking Skills,Delores O'Connor & Joyce Mckenzie,1600.0,6
978-0-00-751341-3,Mission Francais Pupil book 1,,3850.0,0
978-0-00-751342-0,Mission Francais Pupil book 2,,3850.0,0
978-0-00-751343-7,Mission Francais Pupil Book 3,,3850.0,0
978-0-00-751344-4,Mission Francais Workbook 1,Oliver Gray,2279.0,1
9780007513451,Mission Francais Workbook 2,Oliver Gray,2279.0,3
9780007513468,Mission Francais Workbook 3,Oliver Gray,2279.0,1
9781035105663,Mission Science for Jamaica Primary Science for the National Standards Curriculum Student's Book 4 (2nd Edition),Terry Hudson / Debbie Roberts,4048.0,6
9781035105700,Mission Science for Jamaica Primary Science for the National Standards Curriculum Student's Book 5 (2nd Edition),Terry Hudson / Debbie Roberts,4048.0,3
9781380012777,Mission Science for Jamaica Primary Science for the National Standards Curriculum Student's Book 6 (2nd Edition),Terry Hudson / Debbie Roberts,4048.0,0
9781035105687,Mission Science for Jamaica Primary Science for the National Standards Curriculum Workbook 4 (2nd Edition),Terry Hudson / Debbie Roberts,2880.0,6
9781035105731,Mission Science for Jamaica Primary Science for the National Standards Curriculum Workbook 5 (2nd Edition),Terry Hudson / Debbie Roberts,3247.0,10
9781035105762,Mission Science for Jamaica Primary Science for the National Standards Curriculum Workbook 6 (2nd Edition),Terry Hudson / Debbie Roberts,3304.0,41
9789768251411,Modern Mathematics Grade 1,Garth Thompson / Surbhi Mittal,3114.0,13
9789768251459,Modern Mathematics Grade 4,Garth Thompson / Surbhi Mittal,3862.0,11
9789768251466,Modern Mathematics Grade 5,Garth Thompson / Surbhi Mittal,3862.0,12
9789768251497,Modern Mathematics Grade 6,Garth Thompson / Surbhi Mittal,3862.0,5
9789766487263,Modules in Social Studies,Rampersad Ramsawak / Ralph R. Umraw,9480.0,3
9789766481124,Multiple Choice Pure Mathematics for CAPE Units 1 & 2,Edward Bahaw,5400.0,4
MUMA-8011,Music & Master Notes,,1900.0,0
9780230733466,"My Father, Sun-Sun Johnson",C. Everald Palmer,3602.0,1
9789769611306,My Own SBA Toolkit for CSEC English Exam,Howard Campbell & Nadja Nabbie,1995.0,3
9789769611337,My Own Workbook for CSEC for Information Technology Exam,Howard Campbell/ Nutcracker,2695.0,3
NETH-5513,Neville & The Lost Bridge,Debbie Jacob,3640.0,3
NECAIN-7087,New Caribbean Infant Reader Pre-Readers,,2465.0,3
9780602269616,New Caribbean Infant Readers Book 1,Pamela Mordecai,2480.0,38
NECAIN-3604,New Caribbean Infant Readers Book 2,Pamela Mordecai,2480.0,3
NECAIN-1918,New Caribbean Infant Readers Book 3A,Pamela Mordecai,2480.0,3
NECAIN-2155,New Caribbean Infant Readers Book 3B,Pamela Mordecai,2480.0,3
9780602252403,New Caribbean Junior English Book 1,H. Richards,3145.0,6
NECAJU-2309,New Caribbean Junior English Book 2,H. Richards,3145.0,3
NECAJU-9331,New Caribbean Junior English Book 3,H. Richards,3145.0,3
NECAJU-0861,New Caribbean Junior English Book 4,H. Richards,3345.0,3
9780602226732,New Caribbean Junior Readers Book 1,Diane Brown,3515.0,7
9780602226749,New Caribbean Junior Readers Book 2,Diane Brown,3610.0,2
NECAJU-7865,New Caribbean Junior Readers Book 3,Pamela Mordecai,3825.0,3
NECAJU-3402,New Caribbean Junior Readers Book 4,Pamela Mordecai,3825.0,3
NECAJU-4712,New Caribbean Junior Readers Book 5,,3825.0,0
INREWO-4545,New Caribbean WorkBook 3,Pamela Mordecai,1210.0,3
9789766481483,New Comprehension Strategies 1,B. Gurr/ J. Noble/ G. Phillips/ N. Pullen/ D. T/ D. Tuffin,3080.0,4
9789766481490,New Comprehension Strategies 2,B. Gurr/ J. Noble/ G. Phillips/ N. Pullen/ D. T/ D. Tuffin,3080.0,7
9789766481506,New Comprehension Strategies 3,B. Gurr/ J. Noble/ G. Phillips/ N. Pullen/ D. T/ D. Tuffin,3080.0,5
9789766481513,New Comprehension Strategies 4,B. Gurr/ J. Noble/ G. Phillips/ N. Pullen/ D. T/ D. Tuffin,3080.0,15
9789766481520,New Comprehension Strategies 5,B. Gurr/ J. Noble/ G. Phillips/ N. Pullen/ D. T/ D. Tuffin,3080.0,0
9789766481599,New Comprehensive Mathematics Infant 1,Wesley A. Furlonge,4200.0,4
9789766481605,New Comprehensive Mathematics Infant 2,Wesley A. Furlonge,4200.0,4
9789766484316,New Comprehensive Mathematics Standard 1,Wesley A. Furlonge,4400.0,3
9789766484323,New Comprehensive Mathematics Standard 2,Wesley A. Furlonge,4400.0,3
NECOMA-9825,New Comprehensive Mathematics Standard 3,Wesley A. Furlonge,4800.0,4
0789766484347,New Comprehensive Mathematics Standard 4,Wesley A. Furlonge,4800.0,4
9789766484354,New Comprehensive Mathematics Standard 5,Wesley A. Furlonge,5600.0,4
9789836802736,New First Aid in English Grammar Made Simple,Abraham Sung,4520.0,2
9780582034556,New Ibis Readers Infant Book 1,Stanford et al,2805.0,3
9780582034549,New Ibis Readers Infant Book 2,Stanford et al,2805.0,13
NEIBIN-6563,New Ibis Readers Infant Book 3,Stanford et al,2805.0,0
9780582034563,New Ibis Readers Infant Introductory Book,Stanford et al,2805.0,32
9789766485658,New Integrated Geography For CSEC,Sheldon Bleasdell / Esther Cheoung / Tan Kim Song,10280.0,4
9781408282595,New Junior English Revised Caribbean Edition,Hayden Richards,4150.0,32
NERETU-3038,New Recorder Tutor,,2600.0,0
9789768007209,New Way To Pre-School Literacy & Numeracy - An Integrated Activity Book for Age 4 Term 1 Book 2A & 2B NE,Twin Guinep Ltd,3985.0,2
9789768007186,New Way To Reading Integrated for Beginners Book 1,Twin Guinep Ltd,1625.0,1
9789768007261,New Way To Writing for Beginners Book 1,Twin Guinep Ltd,2800.0,3
NOJUAN-6555,Not Just Another Kid's Journal i A Big Book of Writing Fun,Kimberlee Wright,3400.0,0
9789769572614,Nurturing Numeracy The Ultimate Guide for Geniuses Workbook 4,Zavier Clarke,2500.0,12
OFMIAN-1713,Of Mice and Men,9780582461468,4145.0,1
9789766485214,Office Administration 2ed,Frank Ramtahal,9360.0,4
9879769530621,Old Iron Blue and Mighty Dread,,3394.96,3
OLSTTI-5725,Old Story Time CSEC Edition,Trevor Rhone,3640.0,2
9780748789993,OLE: Primary Spanish for the Caribbean Book 2,Adrian Mandara,2300.0,1
OLPRSP-6638,OLE: Primary Spanish for the Caribbean Book 4,9780748792870,2300.0,0
OLTW-9236,Oliver Twist Level 4,Charles Dickens,3990.0,3
0132647222,Outline of English Grammar,J.C. Nesfield,3160.0,4
9781398307827,Over Our Way,Jean D'Costa,3640.0,6
9780192767219,Oxford First Dictionary,,1945.0,1
9780192784193,Oxford Learner's Spanish Dictionary,,2338.0,14
9780198425724,Oxford Mathematics for the Caribbean Skills Workbook 1,Nicholas Goldberg,3027.0,7
9780198425779,Oxford Mathematics for the Caribbean Skills Workbook 2,Nicholas Goldberg,3027.0,5
9780198425823,Oxford Mathematics for the Caribbean Skills Workbook 3,Nicholas Goldberg,3027.0,9
9780192776396,Oxford Primary Dictionary (Fully Revised NSC),,2200.0,38
9781382000598,Oxford Religious Education for Jamaica: Student Book 1 - Identity Second Edition,Nicholas Goldberg,6699.0,1
9780198407997,Oxford School Spanish Dictionary,,1975.0,7
9780192766465,Oxford Student's Dictionary,,2600.0,16
9971630710,Pacific PSLE English,Pan Pacific Publications,4920.0,4
9789766460679,Pam and Tim Infant Reader Book 1,S. Nagassar,850.0,5
9789766482800,PE 1-2-3: Physical Education for Lower Secondary Schools levels 1-2-3,G. Lai,7080.0,6
9781428430938,Pearson Phonics Level B,,4500.0,2
9781428430969,Pearson Phonics Level E,,4500.0,5
9781428430914,Pearson Phonics Level K,,4500.0,22
PEABTE-3307,PEP Ability Test Practice Book 1,Sarah Collins et al,3405.0,3
PEABTE-8338,PEP Ability Test Practice Book 2,Sarah Collins et al,3405.0,3
9781733904124,PEP for Winners Mathematics Vol 1 - Practice Question Work Book,Dr Dwight Berry,2500.0,3
9781733904131,"PEP for Winners Mathematics Vol 2 - Student's Grade 4, 5 & 6",Dr. Dwight Berry,2500.0,16
9789769572621,PEP Mental Ability Developing Reasoning Skills Workbook 6,Zavier Clarke,2800.0,4
9789769572683,PEP Mental Ability Introductory Principles for Critical Thinking Workbook 1,Zavier Clarke,2100.0,35
9789769572690,PEP Mental Ability Introductory Principles for Critical Thinking Workbook 2,Zavier Clarke,2200.0,29
9789769572669,PEP Mental Ability Introductory Principles for Critical Thinking Workbook 3,Zavier Clarke,2200.0,28
9789769572676,PEP Mental Ability Introductory Principles for Critical Thinking Workbook 4,Zavier Clarke,2300.0,9
9789769572652,PEP Mental Ability The Fundamental Basis for Critical Thinking Workbook 5,Zavier Clarke,2500.0,5
9789769634411,PEP Performance Task Workbook Grade 5 Mathematics,,2200.0,3
9789769634404,PEP Performance Task Workbook Grade 6 Mathematics,Edna Simpson,2200.0,8
9780692170250,"PEP Practice for Grades 4, 5 & 6 Students Ability Test Workbook",Shalette Ashman,3000.0,2
9781734807042,"PEP Practice for Grades 4, 5 and 6 Students Curriculum Based Test Science Grade 6",Shalette Ashman,3000.0,7
9781734807004,"PEP Practice for Grades 4, 5 and 6 Students Curriculum Based Test Social Studies Grade 6",Shalette Ashman,3000.0,13
9781734807066,"PEP Practice for Grades 4, 5 and 6 Students Performance Task Grade 5 Language Arts",Shalette Ashman,2200.0,2
9781734807059,"PEP Practice for Grades 4, 5 and 6 Students Performance Task Grade 5 Mathematics",Shalette Ashman,2200.0,12
9798988786528,"PEP Practice for Grades 4, 5 and 6 Students Performance Task Grade 5 Social Studies",Shalette Ashman,2200.0,15
9781734807042,"PEP Practice for Grades 4, 5 and 6 Students Performance Task Science Grade 5",Shalette Ashman,2200.0,4
9780578423913,"PEP Practice for Grades 4, 5 and 6 Students Second Edition Performance Task",Shalette Ashman,3000.0,3
9789768312266,PEP Practice Tests For Mathematics Grade 6,Karren Goulbourne,4800.0,3
9789768312259,PEP Workbook for Mathematics with Performance Tasks Grade 5,Karren Goulbourne,4800.0,9
9789768312242,PEP Workbook For Mathematics with Practice Tests Grade 4,Karren Goulbourne,4800.0,11
9789768312228,PEP Workbook For Mathematics with Practice Tests Grade 6,Karren Goulbourne,4800.0,15
9789768312204,PEP Workbook For Science with Practice Tests Grade 4,Karren Goulbourne,3500.0,7
9789768312181,PEP Workbook For Science with Practice Tests Grade 5,Karren Goulbourne,4800.0,0
9789768312198,PEP Workbook For Social Studies with Performance Tasks Grade 5,Karren Goulbourne,4800.0,7
9789768312211,PEP Workbook For Social Studies with Practice Tests Grade 4,Karren Goulbourne,4800.0,3
9789768312174,PEP Workbook For Social Studies with Practice Tests Grade 6,Karren Goulbourne,4800.0,52
9789768342119,Perfect Pass Curriculum Based Test for PEP Language Arts Grade 6,Schoolmate Press,2450.0,3
9789769678996,Perfect Pass Curriculum Based Test for PEP Mathematics Grade 6,schoolmate Press,2450.0,3
9789768342096,Perfect Pass Curriculum Based Test for PEP Science Grade 6,Schoolmate Press,2450.0,0
9789768342102,Perfect Pass Curriculum Based Test for PEP Social Studies Grade 6,Schoolmate Press,2450.0,3
9789769678958,Perfect Pass Performance Task for PEP: Language Arts & Mathematics  Grade 4,Schoolmate Press,2550.0,3
9789769678941,Perfect Pass Performance Tasks for PEP: Language Arts Grade 5,Howard Campbell,2350.0,20
9789769678903,Perfect Pass Performance Tasks for PEP: Mathematics Grade 5,Howard Campbell,2350.0,31
9789769678927,Perfect Pass Performance Tasks for PEP: Science Grade 5,Howard Campbell,2350.0,17
9789769678934,Perfect Pass Performance Tasks for PEP: Social Studies Grade 5,Howard Campbell,2350.0,18
9789766060169,Peter of Mount Ephraim,Vic Reid,3340.0,2
9789766482008,Physical Education & Sports for CSEC,Kenny Kitsingh,9400.0,4
9789766482893,Physical Education and Sports for CXC Students Workbook,Kenny Kitsingh,5800.0,4
9789766481292,Physics for CSEC,Samlal Mannie/ Lim Jit Ning,9600.0,1
9789766383268,Playing with Sounds Phonics 1,Donna Werdenie et al,2400.0,17
9789766383275,Playing with Sounds Phonics 2,Donna Werdenie,2500.0,5
9789766383282,Playing with Sounds Phonics 3,Shedina Powell / Wendy Bailey,2700.0,0
9781510414303,Plays For Today with CSEC Study Guide,Derrick Walcott,3900.0,2
9780199666157,Pocket Oxford English Dictionary,,3105.0,17
POALDI-0971,Ponte al dia! para Jamaica Libro 1 NSC Edition,T. Haynes Brown,5730.0,3
POALDI-0649,Ponte al dia! para Jamaica Libro 2 NSC Edition,D. Brown et al,5730.0,3
POALDI-2428,Ponte al dia! para Jamaica Libro 3 NSC Edition,T. Williams et al,5730.0,3
9789766482466,Practical Chemistry for CAPE Units 1 & 2,Susan Maraj,8400.0,4
PRCHFO-5318,Practical Chemistry for CSEC,Norman Lambert,6085.0,3
PREXCS-8212,Practice Exercises CSEC English Language - New Edition,J. Cousins,3545.0,3
9769788202666,Practice Papers for CXC Spanish,,2595.0,3
9789768251589,Practising Comprehension: A Skilled-Based Approach Grade 4,Clifford Narinesingh,2317.0,3
